OrderID,OrderDate,CustomerID,ProductID,Product,Category,Region,Channel,Quantity,UnitPrice,Discount,SalesAmount,TransactionNotes
ORD00408,2026-02-12,CUST048,P008,Keyboard,Office Equipment,West,Partner,8,2200,0.1,15840.0,Transaction note 00408 - system ref 00408
ORD00409,2026-02-13,CUST049,P009,Mouse,Electronics,North,Online,1,900,0.0,900.0,Transaction note 00409 - system ref 00409
ORD00410,2026-02-14,CUST050,P010,Printer,Accessories,South,Retail,2,12500,0.02,24500.0,Transaction note 00410 - system ref 00410
ORD00411,2026-02-15,CUST051,P011,Laptop,Office Equipment,East,Partner,3,65000,0.04,187200.0,Transaction note 00411 - system ref 00411
ORD00412,2026-02-16,CUST052,P012,Monitor,Electronics,West,Online,4,18000,0.06,67680.0,Transaction note 00412 - system ref 00412
ORD00413,2026-02-17,CUST053,P013,Keyboard,Accessories,North,Retail,5,2200,0.08,10120.0,Transaction note 00413 - system ref 00413
ORD00414,2026-02-18,CUST054,P014,Mouse,Office Equipment,South,Partner,6,900,0.1,4860.0,Transaction note 00414 - system ref 00414
ORD00415,2026-02-19,CUST055,P015,Printer,Electronics,East,Online,7,12500,0.0,87500.0,Transaction note 00415 - system ref 00415
ORD00416,2026-02-20,CUST056,P016,Laptop,Accessories,West,Retail,8,65000,0.02,509600.0,Transaction note 00416 - system ref 00416
ORD00417,2026-02-21,CUST057,P017,Monitor,Office Equipment,North,Partner,1,18000,0.04,17280.0,Transaction note 00417 - system ref 00417
ORD00418,2026-02-22,CUST058,P018,Keyboard,Electronics,South,Online,2,2200,0.06,4136.0,Transaction note 00418 - system ref 00418
ORD00419,2026-02-23,CUST059,P019,Mouse,Accessories,East,Retail,3,900,0.08,2484.0,Transaction note 00419 - system ref 00419
ORD00420,2026-02-24,CUST060,P020,Printer,Office Equipment,West,Partner,4,12500,0.1,45000.0,Transaction note 00420 - system ref 00420
ORD00421,2026-02-25,CUST061,P021,Laptop,Electronics,North,Online,5,65000,0.0,325000.0,Transaction note 00421 - system ref 00421
ORD00422,2026-02-26,CUST062,P022,Monitor,Accessories,South,Retail,6,18000,0.02,105840.0,Transaction note 00422 - system ref 00422
ORD00423,2026-02-27,CUST063,P023,Keyboard,Office Equipment,East,Partner,7,2200,0.04,14784.0,Transaction note 00423 - system ref 00423
ORD00424,2026-02-28,CUST064,P024,Mouse,Electronics,West,Online,8,900,0.06,6768.0,Transaction note 00424 - system ref 00424
ORD00425,2026-03-01,CUST065,P025,Printer,Accessories,North,Retail,1,12500,0.08,11500.0,Transaction note 00425 - system ref 00425
ORD00426,2026-03-02,CUST066,P001,Laptop,Office Equipment,South,Partner,2,65000,0.1,117000.0,Transaction note 00426 - system ref 00426
ORD00427,2026-03-03,CUST067,P002,Monitor,Electronics,East,Online,3,18000,0.0,54000.0,Transaction note 00427 - system ref 00427
ORD00428,2026-03-04,CUST068,P003,Keyboard,Accessories,West,Retail,4,2200,0.02,8624.0,Transaction note 00428 - system ref 00428
ORD00429,2026-03-05,CUST069,P004,Mouse,Office Equipment,North,Partner,5,900,0.04,4320.0,Transaction note 00429 - system ref 00429
ORD00430,2026-03-06,CUST070,P005,Printer,Electronics,South,Online,6,12500,0.06,70500.0,Transaction note 00430 - system ref 00430
ORD00431,2026-03-07,CUST071,P006,Laptop,Accessories,East,Retail,7,65000,0.08,418600.0,Transaction note 00431 - system ref 00431
ORD00432,2026-03-08,CUST072,P007,Monitor,Office Equipment,West,Partner,8,18000,0.1,129600.0,Transaction note 00432 - system ref 00432
ORD00433,2026-03-09,CUST073,P008,Keyboard,Electronics,North,Online,1,2200,0.0,2200.0,Transaction note 00433 - system ref 00433
ORD00434,2026-03-10,CUST074,P009,Mouse,Accessories,South,Retail,2,900,0.02,1764.0,Transaction note 00434 - system ref 00434
ORD00435,2026-03-11,CUST075,P010,Printer,Office Equipment,East,Partner,3,12500,0.04,36000.0,Transaction note 00435 - system ref 00435
ORD00436,2026-03-12,CUST076,P011,Laptop,Electronics,West,Online,4,65000,0.06,244400.0,Transaction note 00436 - system ref 00436
ORD00437,2026-03-13,CUST077,P012,Monitor,Accessories,North,Retail,5,18000,0.08,82800.0,Transaction note 00437 - system ref 00437
ORD00438,2026-03-14,CUST078,P013,Keyboard,Office Equipment,South,Partner,6,2200,0.1,11880.0,Transaction note 00438 - system ref 00438
ORD00439,2026-03-15,CUST079,P014,Mouse,Electronics,East,Online,7,900,0.0,6300.0,Transaction note 00439 - system ref 00439
ORD00440,2026-03-16,CUST080,P015,Printer,Accessories,West,Retail,8,12500,0.02,98000.0,Transaction note 00440 - system ref 00440
ORD00441,2026-03-17,CUST081,P016,Laptop,Office Equipment,North,Partner,1,65000,0.04,62400.0,Transaction note 00441 - system ref 00441
ORD00442,2026-03-18,CUST082,P017,Monitor,Electronics,South,Online,2,18000,0.06,33840.0,Transaction note 00442 - system ref 00442
ORD00443,2026-03-19,CUST083,P018,Keyboard,Accessories,East,Retail,3,2200,0.08,6072.0,Transaction note 00443 - system ref 00443
ORD00444,2026-03-20,CUST084,P019,Mouse,Office Equipment,West,Partner,4,900,0.1,3240.0,Transaction note 00444 - system ref 00444
ORD00445,2026-03-21,CUST085,P020,Printer,Electronics,North,Online,5,12500,0.0,62500.0,Transaction note 00445 - system ref 00445
ORD00446,2026-03-22,CUST086,P021,Laptop,Accessories,South,Retail,6,65000,0.02,382200.0,Transaction note 00446 - system ref 00446
ORD00447,2026-03-23,CUST087,P022,Monitor,Office Equipment,East,Partner,7,18000,0.04,120960.0,Transaction note 00447 - system ref 00447
ORD00448,2026-03-24,CUST088,P023,Keyboard,Electronics,West,Online,8,2200,0.06,16544.0,Transaction note 00448 - system ref 00448
ORD00449,2026-03-25,CUST089,P024,Mouse,Accessories,North,Retail,1,900,0.08,828.0,Transaction note 00449 - system ref 00449
ORD00450,2026-03-26,CUST090,P025,Printer,Office Equipment,South,Partner,2,12500,0.1,22500.0,Transaction note 00450 - system ref 00450
ORD00451,2026-03-27,CUST091,P001,Laptop,Electronics,East,Online,3,65000,0.0,195000.0,Transaction note 00451 - system ref 00451
ORD00452,2026-03-28,CUST092,P002,Monitor,Accessories,West,Retail,4,18000,0.02,70560.0,Transaction note 00452 - system ref 00452
ORD00453,2026-03-29,CUST093,P003,Keyboard,Office Equipment,North,Partner,5,2200,0.04,10560.0,Transaction note 00453 - system ref 00453
ORD00454,2026-03-30,CUST094,P004,Mouse,Electronics,South,Online,6,900,0.06,5076.0,Transaction note 00454 - system ref 00454
ORD00455,2026-03-31,CUST095,P005,Printer,Accessories,East,Retail,7,12500,0.08,80500.0,Transaction note 00455 - system ref 00455
ORD00456,2026-04-01,CUST096,P006,Laptop,Office Equipment,West,Partner,8,65000,0.1,468000.0,Transaction note 00456 - system ref 00456
ORD00457,2026-04-02,CUST097,P007,Monitor,Electronics,North,Online,1,18000,0.0,18000.0,Transaction note 00457 - system ref 00457
ORD00458,2026-04-03,CUST098,P008,Keyboard,Accessories,South,Retail,2,2200,0.02,4312.0,Transaction note 00458 - system ref 00458
ORD00459,2026-04-04,CUST099,P009,Mouse,Office Equipment,East,Partner,3,900,0.04,2592.0,Transaction note 00459 - system ref 00459
ORD00460,2026-04-05,CUST100,P010,Printer,Electronics,West,Online,4,12500,0.06,47000.0,Transaction note 00460 - system ref 00460
ORD00461,2026-04-06,CUST101,P011,Laptop,Accessories,North,Retail,5,65000,0.08,299000.0,Transaction note 00461 - system ref 00461
ORD00462,2026-04-07,CUST102,P012,Monitor,Office Equipment,South,Partner,6,18000,0.1,97200.0,Transaction note 00462 - system ref 00462
ORD00463,2026-04-08,CUST103,P013,Keyboard,Electronics,East,Online,7,2200,0.0,15400.0,Transaction note 00463 - system ref 00463
ORD00464,2026-04-09,CUST104,P014,Mouse,Accessories,West,Retail,8,900,0.02,7056.0,Transaction note 00464 - system ref 00464
ORD00465,2026-04-10,CUST105,P015,Printer,Office Equipment,North,Partner,1,12500,0.04,12000.0,Transaction note 00465 - system ref 00465
ORD00466,2026-04-11,CUST106,P016,Laptop,Electronics,South,Online,2,65000,0.06,122200.0,Transaction note 00466 - system ref 00466
ORD00467,2026-04-12,CUST107,P017,Monitor,Accessories,East,Retail,3,18000,0.08,49680.0,Transaction note 00467 - system ref 00467
ORD00468,2026-04-13,CUST108,P018,Keyboard,Office Equipment,West,Partner,4,2200,0.1,7920.0,Transaction note 00468 - system ref 00468
ORD00469,2026-04-14,CUST109,P019,Mouse,Electronics,North,Online,5,900,0.0,4500.0,Transaction note 00469 - system ref 00469
ORD00470,2026-04-15,CUST110,P020,Printer,Accessories,South,Retail,6,12500,0.02,73500.0,Transaction note 00470 - system ref 00470
ORD00471,2026-04-16,CUST111,P021,Laptop,Office Equipment,East,Partner,7,65000,0.04,436800.0,Transaction note 00471 - system ref 00471
ORD00472,2026-04-17,CUST112,P022,Monitor,Electronics,West,Online,8,18000,0.06,135360.0,Transaction note 00472 - system ref 00472
ORD00473,2026-04-18,CUST113,P023,Keyboard,Accessories,North,Retail,1,2200,0.08,2024.0,Transaction note 00473 - system ref 00473
ORD00474,2026-04-19,CUST114,P024,Mouse,Office Equipment,South,Partner,2,900,0.1,1620.0,Transaction note 00474 - system ref 00474
ORD00475,2026-04-20,CUST115,P025,Printer,Electronics,East,Online,3,12500,0.0,37500.0,Transaction note 00475 - system ref 00475
ORD00476,2026-04-21,CUST116,P001,Laptop,Accessories,West,Retail,4,65000,0.02,254800.0,Transaction note 00476 - system ref 00476
ORD00477,2026-04-22,CUST117,P002,Monitor,Office Equipment,North,Partner,5,18000,0.04,86400.0,Transaction note 00477 - system ref 00477
ORD00478,2026-04-23,CUST118,P003,Keyboard,Electronics,South,Online,6,2200,0.06,12408.0,Transaction note 00478 - system ref 00478
ORD00479,2026-04-24,CUST119,P004,Mouse,Accessories,East,Retail,7,900,0.08,5796.0,Transaction note 00479 - system ref 00479
ORD00480,2026-04-25,CUST120,P005,Printer,Office Equipment,West,Partner,8,12500,0.1,90000.0,Transaction note 00480 - system ref 00480
ORD00481,2026-04-26,CUST001,P006,Laptop,Electronics,North,Online,1,65000,0.0,65000.0,Transaction note 00481 - system ref 00481
ORD00482,2026-04-27,CUST002,P007,Monitor,Accessories,South,Retail,2,18000,0.02,35280.0,Transaction note 00482 - system ref 00482
ORD00483,2026-04-28,CUST003,P008,Keyboard,Office Equipment,East,Partner,3,2200,0.04,6336.0,Transaction note 00483 - system ref 00483
ORD00484,2026-04-29,CUST004,P009,Mouse,Electronics,West,Online,4,900,0.06,3384.0,Transaction note 00484 - system ref 00484
ORD00485,2026-04-30,CUST005,P010,Printer,Accessories,North,Retail,5,12500,0.08,57500.0,Transaction note 00485 - system ref 00485
ORD00486,2026-05-01,CUST006,P011,Laptop,Office Equipment,South,Partner,6,65000,0.1,351000.0,Transaction note 00486 - system ref 00486
ORD00487,2026-05-02,CUST007,P012,Monitor,Electronics,East,Online,7,18000,0.0,126000.0,Transaction note 00487 - system ref 00487
ORD00488,2026-05-03,CUST008,P013,Keyboard,Accessories,West,Retail,8,2200,0.02,17248.0,Transaction note 00488 - system ref 00488
ORD00489,2026-05-04,CUST009,P014,Mouse,Office Equipment,North,Partner,1,900,0.04,864.0,Transaction note 00489 - system ref 00489
ORD00490,2026-05-05,CUST010,P015,Printer,Electronics,South,Online,2,12500,0.06,23500.0,Transaction note 00490 - system ref 00490
ORD00491,2026-05-06,CUST011,P016,Laptop,Accessories,East,Retail,3,65000,0.08,179400.0,Transaction note 00491 - system ref 00491
ORD00492,2026-05-07,CUST012,P017,Monitor,Office Equipment,West,Partner,4,18000,0.1,64800.0,Transaction note 00492 - system ref 00492
ORD00493,2026-05-08,CUST013,P018,Keyboard,Electronics,North,Online,5,2200,0.0,11000.0,Transaction note 00493 - system ref 00493
ORD00494,2026-05-09,CUST014,P019,Mouse,Accessories,South,Retail,6,900,0.02,5292.0,Transaction note 00494 - system ref 00494
ORD00495,2026-05-10,CUST015,P020,Printer,Office Equipment,East,Partner,7,12500,0.04,84000.0,Transaction note 00495 - system ref 00495
ORD00496,2026-05-11,CUST016,P021,Laptop,Electronics,West,Online,8,65000,0.06,488800.0,Transaction note 00496 - system ref 00496
ORD00497,2026-05-12,CUST017,P022,Monitor,Accessories,North,Retail,1,18000,0.08,16560.0,Transaction note 00497 - system ref 00497
ORD00498,2026-05-13,CUST018,P023,Keyboard,Office Equipment,South,Partner,2,2200,0.1,3960.0,Transaction note 00498 - system ref 00498
ORD00499,2026-05-14,CUST019,P024,Mouse,Electronics,East,Online,3,900,0.0,2700.0,Transaction note 00499 - system ref 00499
ORD00500,2026-05-15,CUST020,P025,Printer,Accessories,West,Retail,4,12500,0.02,49000.0,Transaction note 00500 - system ref 00500
ORD00501,2026-05-16,CUST021,P001,Laptop,Office Equipment,North,Partner,5,65000,0.04,312000.0,Transaction note 00501 - system ref 00501
ORD00502,2026-05-17,CUST022,P002,Monitor,Electronics,South,Online,6,18000,0.06,101520.0,Transaction note 00502 - system ref 00502
ORD00503,2026-05-18,CUST023,P003,Keyboard,Accessories,East,Retail,7,2200,0.08,14168.0,Transaction note 00503 - system ref 00503
ORD00504,2026-05-19,CUST024,P004,Mouse,Office Equipment,West,Partner,8,900,0.1,6480.0,Transaction note 00504 - system ref 00504
ORD00505,2026-05-20,CUST025,P005,Printer,Electronics,North,Online,1,12500,0.0,12500.0,Transaction note 00505 - system ref 00505
ORD00506,2026-05-21,CUST026,P006,Laptop,Accessories,South,Retail,2,65000,0.02,127400.0,Transaction note 00506 - system ref 00506
ORD00507,2026-05-22,CUST027,P007,Monitor,Office Equipment,East,Partner,3,18000,0.04,51840.0,Transaction note 00507 - system ref 00507
ORD00508,2026-05-23,CUST028,P008,Keyboard,Electronics,West,Online,4,2200,0.06,8272.0,Transaction note 00508 - system ref 00508
ORD00509,2026-05-24,CUST029,P009,Mouse,Accessories,North,Retail,5,900,0.08,4140.0,Transaction note 00509 - system ref 00509
ORD00510,2026-05-25,CUST030,P010,Printer,Office Equipment,South,Partner,6,12500,0.1,67500.0,Transaction note 00510 - system ref 00510
ORD00511,2026-05-26,CUST031,P011,Laptop,Electronics,East,Online,7,65000,0.0,455000.0,Transaction note 00511 - system ref 00511
ORD00512,2026-05-27,CUST032,P012,Monitor,Accessories,West,Retail,8,18000,0.02,141120.0,Transaction note 00512 - system ref 00512
ORD00513,2026-05-28,CUST033,P013,Keyboard,Office Equipment,North,Partner,1,2200,0.04,2112.0,Transaction note 00513 - system ref 00513
ORD00514,2026-05-29,CUST034,P014,Mouse,Electronics,South,Online,2,900,0.06,1692.0,Transaction note 00514 - system ref 00514
ORD00515,2026-05-30,CUST035,P015,Printer,Accessories,East,Retail,3,12500,0.08,34500.0,Transaction note 00515 - system ref 00515
ORD00516,2026-05-31,CUST036,P016,Laptop,Office Equipment,West,Partner,4,65000,0.1,234000.0,Transaction note 00516 - system ref 00516
ORD00517,2026-06-01,CUST037,P017,Monitor,Electronics,North,Online,5,18000,0.0,90000.0,Transaction note 00517 - system ref 00517
ORD00518,2026-06-02,CUST038,P018,Keyboard,Accessories,South,Retail,6,2200,0.02,12936.0,Transaction note 00518 - system ref 00518
ORD00519,2026-06-03,CUST039,P019,Mouse,Office Equipment,East,Partner,7,900,0.04,6048.0,Transaction note 00519 - system ref 00519
ORD00520,2026-06-04,CUST040,P020,Printer,Electronics,West,Online,8,12500,0.06,94000.0,Transaction note 00520 - system ref 00520
ORD00521,2026-06-05,CUST041,P021,Laptop,Accessories,North,Retail,1,65000,0.08,59800.0,Transaction note 00521 - system ref 00521
ORD00522,2026-06-06,CUST042,P022,Monitor,Office Equipment,South,Partner,2,18000,0.1,32400.0,Transaction note 00522 - system ref 00522
ORD00523,2026-06-07,CUST043,P023,Keyboard,Electronics,East,Online,3,2200,0.0,6600.0,Transaction note 00523 - system ref 00523
ORD00524,2026-06-08,CUST044,P024,Mouse,Accessories,West,Retail,4,900,0.02,3528.0,Transaction note 00524 - system ref 00524
ORD00525,2026-06-09,CUST045,P025,Printer,Office Equipment,North,Partner,5,12500,0.04,60000.0,Transaction note 00525 - system ref 00525
ORD00526,2026-06-10,CUST046,P001,Laptop,Electronics,South,Online,6,65000,0.06,366600.0,Transaction note 00526 - system ref 00526
ORD00527,2026-06-11,CUST047,P002,Monitor,Accessories,East,Retail,7,18000,0.08,115920.0,Transaction note 00527 - system ref 00527
ORD00528,2026-06-12,CUST048,P003,Keyboard,Office Equipment,West,Partner,8,2200,0.1,15840.0,Transaction note 00528 - system ref 00528
ORD00529,2026-06-13,CUST049,P004,Mouse,Electronics,North,Online,1,900,0.0,900.0,Transaction note 00529 - system ref 00529
ORD00530,2026-06-14,CUST050,P005,Printer,Accessories,South,Retail,2,12500,0.02,24500.0,Transaction note 00530 - system ref 00530
ORD00531,2026-06-15,CUST051,P006,Laptop,Office Equipment,East,Partner,3,65000,0.04,187200.0,Transaction note 00531 - system ref 00531
ORD00532,2026-06-16,CUST052,P007,Monitor,Electronics,West,Online,4,18000,0.06,67680.0,Transaction note 00532 - system ref 00532
ORD00533,2026-06-17,CUST053,P008,Keyboard,Accessories,North,Retail,5,2200,0.08,10120.0,Transaction note 00533 - system ref 00533
ORD00534,2026-06-18,CUST054,P009,Mouse,Office Equipment,South,Partner,6,900,0.1,4860.0,Transaction note 00534 - system ref 00534
ORD00535,2026-06-19,CUST055,P010,Printer,Electronics,East,Online,7,12500,0.0,87500.0,Transaction note 00535 - system ref 00535
ORD00536,2026-06-20,CUST056,P011,Laptop,Accessories,West,Retail,8,65000,0.02,509600.0,Transaction note 00536 - system ref 00536
ORD00537,2026-06-21,CUST057,P012,Monitor,Office Equipment,North,Partner,1,18000,0.04,17280.0,Transaction note 00537 - system ref 00537
ORD00538,2026-06-22,CUST058,P013,Keyboard,Electronics,South,Online,2,2200,0.06,4136.0,Transaction note 00538 - system ref 00538
ORD00539,2026-06-23,CUST059,P014,Mouse,Accessories,East,Retail,3,900,0.08,2484.0,Transaction note 00539 - system ref 00539
ORD00540,2026-06-24,CUST060,P015,Printer,Office Equipment,West,Partner,4,12500,0.1,45000.0,Transaction note 00540 - system ref 00540
ORD00541,2026-06-25,CUST061,P016,Laptop,Electronics,North,Online,5,65000,0.0,325000.0,Transaction note 00541 - system ref 00541
ORD00542,2026-06-26,CUST062,P017,Monitor,Accessories,South,Retail,6,18000,0.02,105840.0,Transaction note 00542 - system ref 00542
ORD00543,2026-06-27,CUST063,P018,Keyboard,Office Equipment,East,Partner,7,2200,0.04,14784.0,Transaction note 00543 - system ref 00543
ORD00544,2026-06-28,CUST064,P019,Mouse,Electronics,West,Online,8,900,0.06,6768.0,Transaction note 00544 - system ref 00544
ORD00545,2026-06-29,CUST065,P020,Printer,Accessories,North,Retail,1,12500,0.08,11500.0,Transaction note 00545 - system ref 00545
ORD00546,2026-06-30,CUST066,P021,Laptop,Office Equipment,South,Partner,2,65000,0.1,117000.0,Transaction note 00546 - system ref 00546
ORD00547,2026-07-01,CUST067,P022,Monitor,Electronics,East,Online,3,18000,0.0,54000.0,Transaction note 00547 - system ref 00547
ORD00548,2026-07-02,CUST068,P023,Keyboard,Accessories,West,Retail,4,2200,0.02,8624.0,Transaction note 00548 - system ref 00548
ORD00549,2026-07-03,CUST069,P024,Mouse,Office Equipment,North,Partner,5,900,0.04,4320.0,Transaction note 00549 - system ref 00549
ORD00550,2026-07-04,CUST070,P025,Printer,Electronics,South,Online,6,12500,0.06,70500.0,Transaction note 00550 - system ref 00550
ORD00551,2026-07-05,CUST071,P001,Laptop,Accessories,East,Retail,7,65000,0.08,418600.0,Transaction note 00551 - system ref 00551
ORD00552,2026-07-06,CUST072,P002,Monitor,Office Equipment,West,Partner,8,18000,0.1,129600.0,Transaction note 00552 - system ref 00552
ORD00553,2026-07-07,CUST073,P003,Keyboard,Electronics,North,Online,1,2200,0.0,2200.0,Transaction note 00553 - system ref 00553
ORD00554,2026-07-08,CUST074,P004,Mouse,Accessories,South,Retail,2,900,0.02,1764.0,Transaction note 00554 - system ref 00554
ORD00555,2026-07-09,CUST075,P005,Printer,Office Equipment,East,Partner,3,12500,0.04,36000.0,Transaction note 00555 - system ref 00555
ORD00556,2026-07-10,CUST076,P006,Laptop,Electronics,West,Online,4,65000,0.06,244400.0,Transaction note 00556 - system ref 00556
ORD00557,2026-07-11,CUST077,P007,Monitor,Accessories,North,Retail,5,18000,0.08,82800.0,Transaction note 00557 - system ref 00557
ORD00558,2026-07-12,CUST078,P008,Keyboard,Office Equipment,South,Partner,6,2200,0.1,11880.0,Transaction note 00558 - system ref 00558
ORD00559,2026-07-13,CUST079,P009,Mouse,Electronics,East,Online,7,900,0.0,6300.0,Transaction note 00559 - system ref 00559
ORD00560,2026-07-14,CUST080,P010,Printer,Accessories,West,Retail,8,12500,0.02,98000.0,Transaction note 00560 - system ref 00560
ORD00561,2026-07-15,CUST081,P011,Laptop,Office Equipment,North,Partner,1,65000,0.04,62400.0,Transaction note 00561 - system ref 00561
ORD00562,2026-07-16,CUST082,P012,Monitor,Electronics,South,Online,2,18000,0.06,33840.0,Transaction note 00562 - system ref 00562
ORD00563,2026-07-17,CUST083,P013,Keyboard,Accessories,East,Retail,3,2200,0.08,6072.0,Transaction note 00563 - system ref 00563
ORD00564,2026-07-18,CUST084,P014,Mouse,Office Equipment,West,Partner,4,900,0.1,3240.0,Transaction note 00564 - system ref 00564
ORD00565,2026-07-19,CUST085,P015,Printer,Electronics,North,Online,5,12500,0.0,62500.0,Transaction note 00565 - system ref 00565
ORD00566,2026-07-20,CUST086,P016,Laptop,Accessories,South,Retail,6,65000,0.02,382200.0,Transaction note 00566 - system ref 00566
ORD00567,2026-07-21,CUST087,P017,Monitor,Office Equipment,East,Partner,7,18000,0.04,120960.0,Transaction note 00567 - system ref 00567
ORD00568,2026-07-22,CUST088,P018,Keyboard,Electronics,West,Online,8,2200,0.06,16544.0,Transaction note 00568 - system ref 00568
ORD00569,2026-07-23,CUST089,P019,Mouse,Accessories,North,Retail,1,900,0.08,828.0,Transaction note 00569 - system ref 00569
ORD00570,2026-07-24,CUST090,P020,Printer,Office Equipment,South,Partner,2,12500,0.1,22500.0,Transaction note 00570 - system ref 00570
ORD00571,2026-07-25,CUST091,P021,Laptop,Electronics,East,Online,3,65000,0.0,195000.0,Transaction note 00571 - system ref 00571
ORD00572,2026-07-26,CUST092,P022,Monitor,Accessories,West,Retail,4,18000,0.02,70560.0,Transaction note 00572 - system ref 00572
ORD00573,2026-07-27,CUST093,P023,Keyboard,Office Equipment,North,Partner,5,2200,0.04,10560.0,Transaction note 00573 - system ref 00573
ORD00574,2026-07-28,CUST094,P024,Mouse,Electronics,South,Online,6,900,0.06,5076.0,Transaction note 00574 - system ref 00574
ORD00575,2026-07-29,CUST095,P025,Printer,Accessories,East,Retail,7,12500,0.08,80500.0,Transaction note 00575 - system ref 00575
ORD00576,2026-07-30,CUST096,P001,Laptop,Office Equipment,West,Partner,8,65000,0.1,468000.0,Transaction note 00576 - system ref 00576
ORD00577,2026-07-31,CUST097,P002,Monitor,Electronics,North,Online,1,18000,0.0,18000.0,Transaction note 00577 - system ref 00577
ORD00578,2026-08-01,CUST098,P003,Keyboard,Accessories,South,Retail,2,2200,0.02,4312.0,Transaction note 00578 - system ref 00578
ORD00579,2026-08-02,CUST099,P004,Mouse,Office Equipment,East,Partner,3,900,0.04,2592.0,Transaction note 00579 - system ref 00579
ORD00580,2026-08-03,CUST100,P005,Printer,Electronics,West,Online,4,12500,0.06,47000.0,Transaction note 00580 - system ref 00580
ORD00581,2026-08-04,CUST101,P006,Laptop,Accessories,North,Retail,5,65000,0.08,299000.0,Transaction note 00581 - system ref 00581
ORD00582,2026-08-05,CUST102,P007,Monitor,Office Equipment,South,Partner,6,18000,0.1,97200.0,Transaction note 00582 - system ref 00582
ORD00583,2026-08-06,CUST103,P008,Keyboard,Electronics,East,Online,7,2200,0.0,15400.0,Transaction note 00583 - system ref 00583
ORD00584,2026-08-07,CUST104,P009,Mouse,Accessories,West,Retail,8,900,0.02,7056.0,Transaction note 00584 - system ref 00584
ORD00585,2026-08-08,CUST105,P010,Printer,Office Equipment,North,Partner,1,12500,0.04,12000.0,Transaction note 00585 - system ref 00585
ORD00586,2026-08-09,CUST106,P011,Laptop,Electronics,South,Online,2,65000,0.06,122200.0,Transaction note 00586 - system ref 00586
ORD00587,2026-08-10,CUST107,P012,Monitor,Accessories,East,Retail,3,18000,0.08,49680.0,Transaction note 00587 - system ref 00587
ORD00588,2026-08-11,CUST108,P013,Keyboard,Office Equipment,West,Partner,4,2200,0.1,7920.0,Transaction note 00588 - system ref 00588
ORD00589,2026-08-12,CUST109,P014,Mouse,Electronics,North,Online,5,900,0.0,4500.0,Transaction note 00589 - system ref 00589
ORD00590,2026-08-13,CUST110,P015,Printer,Accessories,South,Retail,6,12500,0.02,73500.0,Transaction note 00590 - system ref 00590
ORD00591,2026-08-14,CUST111,P016,Laptop,Office Equipment,East,Partner,7,65000,0.04,436800.0,Transaction note 00591 - system ref 00591
ORD00592,2026-08-15,CUST112,P017,Monitor,Electronics,West,Online,8,18000,0.06,135360.0,Transaction note 00592 - system ref 00592
ORD00593,2026-08-16,CUST113,P018,Keyboard,Accessories,North,Retail,1,2200,0.08,2024.0,Transaction note 00593 - system ref 00593
ORD00594,2026-08-17,CUST114,P019,Mouse,Office Equipment,South,Partner,2,900,0.1,1620.0,Transaction note 00594 - system ref 00594
ORD00595,2026-08-18,CUST115,P020,Printer,Electronics,East,Online,3,12500,0.0,37500.0,Transaction note 00595 - system ref 00595
ORD00596,2026-08-19,CUST116,P021,Laptop,Accessories,West,Retail,4,65000,0.02,254800.0,Transaction note 00596 - system ref 00596
ORD00597,2026-08-20,CUST117,P022,Monitor,Office Equipment,North,Partner,5,18000,0.04,86400.0,Transaction note 00597 - system ref 00597
ORD00598,2026-08-21,CUST118,P023,Keyboard,Electronics,South,Online,6,2200,0.06,12408.0,Transaction note 00598 - system ref 00598
ORD00599,2026-08-22,CUST119,P024,Mouse,Accessories,East,Retail,7,900,0.08,5796.0,Transaction note 00599 - system ref 00599
ORD00600,2026-08-23,CUST120,P025,Printer,Office Equipment,West,Partner,8,12500,0.1,90000.0,Transaction note 00600 - system ref 00600
ORD00601,2026-08-24,CUST001,P001,Laptop,Electronics,North,Online,1,65000,0.0,65000.0,Transaction note 00601 - system ref 00601
ORD00602,2026-08-25,CUST002,P002,Monitor,Accessories,South,Retail,2,18000,0.02,35280.0,Transaction note 00602 - system ref 00602
ORD00603,2026-08-26,CUST003,P003,Keyboard,Office Equipment,East,Partner,3,2200,0.04,6336.0,Transaction note 00603 - system ref 00603
ORD00604,2026-08-27,CUST004,P004,Mouse,Electronics,West,Online,4,900,0.06,3384.0,Transaction note 00604 - system ref 00604
ORD00605,2026-08-28,CUST005,P005,Printer,Accessories,North,Retail,5,12500,0.08,57500.0,Transaction note 00605 - system ref 00605
ORD00606,2026-08-29,CUST006,P006,Laptop,Office Equipment,South,Partner,6,65000,0.1,351000.0,Transaction note 00606 - system ref 00606
ORD00607,2026-08-30,CUST007,P007,Monitor,Electronics,East,Online,7,18000,0.0,126000.0,Transaction note 00607 - system ref 00607
ORD00608,2026-08-31,CUST008,P008,Keyboard,Accessories,West,Retail,8,2200,0.02,17248.0,Transaction note 00608 - system ref 00608
ORD00609,2026-09-01,CUST009,P009,Mouse,Office Equipment,North,Partner,1,900,0.04,864.0,Transaction note 00609 - system ref 00609
ORD00610,2026-09-02,CUST010,P010,Printer,Electronics,South,Online,2,12500,0.06,23500.0,Transaction note 00610 - system ref 00610
ORD00611,2026-09-03,CUST011,P011,Laptop,Accessories,East,Retail,3,65000,0.08,179400.0,Transaction note 00611 - system ref 00611
